"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуароного типа 6К7 с заполнением швов цементно-песчанной смесью 1:10 ТЕР-2001 64	0,5	0	0,5	100 м2	18,5
Окраска	Нанесение химической смывки СП-6 за 1 раз 	0,0951	0	0,0951	100 м2	31,2
Окраска	Очистка гидропескоструйным аппаратом, водой за 2 раза 	9,51	0	9,51	м2	0,48
Окраска	Искусственная сушка	0,0951	0	0,0951	100 м2	6,15
Окраска	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) 	0,0951	0	0,0951	100 м2	8,4
Окраска	Обезжиривание металлических поверхностей растворителем Р5	0,0951	0	0,0951	100 м2	6,5
Окраска	Обеспыливание поверхности (входит в норму окраски)	9,51	0	9,51	м2	0
Окраска	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм)	0,0951	0	0,0951	100 м2	12
Окраска	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,0951	0	0,0951	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0951	0	0,0951	100 м2	10,3
Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа (толщ. 0,5мм) ТЕР-2001 64	0,3725	0	0,3725	100 м2	124
Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм ТЕР-2001 64	0,1354	0	0,1354	100 м2	124
Трубопроводы	Окраска опознавательных колец за два раза	0,0184	0	0,0184	100 м2	10,3
Трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ 	0,1353	0	0,1353	100 м2	54,8
Трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных 	0,0925	0	0,0925	100 м2	39,6
Окраска. Теплоснабжение	Очистка кварцевым песком сплошных наружных поверхностей ТЕР-2001 64	2,02	0	2,02	м2	0,32
Окраска. Теплоснабжение	Обеспыливание поверхности ТЕР-2001 64	2,02	0	2,02	м2	0,017
Окраска. Теплоснабжение	Обезжиривание поверхности ТЕР-2001 64	0,0202	0	0,0202	100 м2	6,5
Окраска. Теплоснабжение	Огрунтовка поверхностей за 1 раз грунтовкой "Армокот 01"(ручной способ нанесения) ТЕР-2001 64	0,0202	0	0,0202	100 м2	11
Окраска. Водопровод производственно-противопожарный В2	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,058	0	0,058	100 м2	11
Окраска. Водопровод производственно-противопожарный В2	Масляная окраска металлических поверхностей решеток, переплетов, труб диаметром менее 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,058	0	0,058	100 м2	24,5
Трубопроводы. Теплоизоляционные работы	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	0,0085	0	0,0085	100 м2	84,3
Трубопроводы. Теплоизоляционные работы	Окраска опознавательных колец по поверхности изоляции трубопроводов масляной краской за 2 раза 	0,0004	0	0,0004	100 м2	10,3
Устройство лесов	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,0021	0	0,0021	100 м2	39,6
Устройство лесов	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	0,0014	0	0,0014	100 м2	54,8
