"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.
Дополнительные работы	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 . Финишный слой	125,7	0	125,7	м2
Окраска СПЕЦПРОТЕКТОМ 	Струйная очистка водой до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	180	0	180	м2
Окраска СПЕЦПРОТЕКТОМ 	Очистка поверхности щетками ТЕР-2001 64	69	0	69	м2
Окраска СПЕЦПРОТЕКТОМ 	Обеспыливание поверхности ТЕР-2001 64	180	0	180	м2
Окраска СПЕЦПРОТЕКТОМ 	Обезжиривание поверхностей  ТЕР-2001 64	180	0	180	м2
Окраска СПЕЦПРОТЕКТОМ 	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм, ТЕР-2001 64	180	0	180	м2
Окраска СПЕЦПРОТЕКТОМ 	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм ТЕР-2001 64	180	0	180	м2
Окраска СПЕЦПРОТЕКТОМ 	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09  2 слоЯ толщиной  по 50 мкм ТЕР-2001 64	180	0	180	м2
Дополнительные работы ВР	Установка и разборка внутренних трубчатых инвентарных лесов при высоте помещений до 6 м	72	0	72	м2
Дополнительные работы ВР	Установка и разборка внутренних трубчатых инвентарных лесов на каждые последующие 4 м высоты помещений добавлять к норме 08-07-002-01	72	0	72	м2
Дополнительные работы ВР	Очистка поверхности щетками ТЕР-2001 64	662	0	662	м2
Дополнительные работы ВР	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 . Финишный слой	662	0	662	м2
Козырьки. км1	Монтаж кровельного покрытия из профилированного листа при высоте здания до 25 м ТЕР-2001 64	21	0	21	м2
