"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Фундаменты.  Эстакада	Гидроизоляция боковая обмазочная битумная в 2 слоя Фм1 - 8,04м2	8,0400	0,0000	8,0400	м2	0,3900
Фундаменты.  Эстакада	Подливка под опору колонны фундамента Фм2 (0,36м2)	0,3600	0,0000	0,3600	м2	0,2800
Металлические Конструкции	Уплотнение основания вручную	4,0000	0,0000	4,0000	м2	0,0310
Металлические Конструкции	Уплотнение основания щебеночного вручную	4,0000	0,0000	4,0000	м2	0,0310
Металлические Конструкции	Укладка полиэтиленовой пленки толщ.0,2мм. (200мкм)	4,0000	0,0000	4,0000	м2	0,0340
Металлические Конструкции	Обмазочная гидроизоляция фундамента Ф1	10,6200	0,0000	10,6200	м2	0,3900
Металлические Конструкции	Подливка под опору колонны фундамента Ф1	0,3600	0,0000	0,3600	м2	0,2800
Металлические Конструкции	Восстановление плодородного слоя толщ. 200мм.	9,0000	0,0000	9,0000	м2	0,0450
Металлические Конструкции	Планировка грунта строительной площалки вручную	9,0000	0,0000	9,0000	м2	0,1020
Обратная Засыпка	Восстановление плодородного слоя толщ. 200мм.	57,0000	0,0000	57,0000	м2	0,0450
Обратная Засыпка	Планировка грунта строительной площалки вручную	57,0000	0,0000	57,0000	м2	0,1020
Разработка Грунта	Уплотнение основания вручную	81,0000	0,0000	81,0000	м2	0,0310
Фундаменты	Уплотнение основания песчаного вручную	81,0000	0,0000	81,0000	м2	0,0310
Фундаменты	Укладка полиэтиленовой пленки толщ.0,2мм. (200мкм)	73,0000	0,0000	73,0000	м2	0,0340
Фундаменты	Уплотнение песчаного основания и обратной засыпки вручную	81,0000	0,0000	81,0000	м2	0,0310
Монолитная ж/б тепловая камера на с/стойком цементе F150,W4	Устройство изоляции слоем битумного праймера	0,6300	0,0000	0,6300	100 м2	3,4000
Монолитная ж/б тепловая камера на с/стойком цементе F150,W4	Устройство боковой обмазочной изоляции фундаментов горячим битумом  за 2 раза	0,6300	0,0000	0,6300	100 м2	39,0000
